sku_id,current_stock,avg_daily_sales,sales_volatility,supplier_lead_time_days,safety_stock_level,reorder_point,seasonality_index,historical_stockout_count,will_stockout_next_30_days
SKU-01125,362,9.18,4.23,27,69,193,1.1,3,0
SKU-01126,153,2.51,1.31,11,19,33,1.25,1,0
SKU-01127,273,5.28,1.89,8,31,52,1.27,2,0
SKU-01128,1028,19.12,7.07,15,122,265,1.18,0,0
SKU-01129,831,17.69,4.75,28,139,387,0.62,1,0
SKU-01130,408,11.66,2.56,25,60,206,1.37,2,1
SKU-01131,808,13.7,6.54,4,113,140,0.76,1,0
SKU-01132,664,16.3,8.55,21,89,260,1.5,2,1
SKU-01133,559,11.56,3.01,20,82,198,0.89,2,0
SKU-01134,339,18.76,4.44,26,166,410,0.62,0,0
SKU-01135,410,18.34,4.29,29,58,324,0.82,0,1
SKU-01136,691,38.41,4.81,22,180,603,1.07,0,1
SKU-01137,86,5.47,1.32,20,38,93,0.89,2,1
SKU-01138,30,5.55,0.63,11,21,52,1.33,1,1
SKU-01139,127,10.95,5.41,27,49,197,1.18,0,1
SKU-01140,1122,28.11,6.41,28,232,626,0.71,2,0
SKU-01141,166,19.75,8.79,29,63,349,1.04,4,1
SKU-01142,671,14.89,5.53,28,108,316,1.29,2,0
SKU-01143,591,20.66,10.72,19,67,263,1.39,0,1
SKU-01144,41,11.96,6.94,28,46,213,0.89,2,1
SKU-01145,63,6.61,1.87,23,38,114,1.42,2,1
SKU-01146,833,32.68,4.71,8,319,450,0.54,0,0
SKU-01147,572,11.34,5.38,2,77,88,1.18,2,0
SKU-01148,267,18.07,2.0,29,94,356,1.28,1,1
SKU-01149,9,0.47,0.1,13,3,6,0.93,0,1
SKU-01150,11,0.65,0.08,26,5,13,0.51,0,0
SKU-01151,126,9.48,5.21,10,70,117,1.19,0,1
SKU-01152,126,3.76,0.39,12,18,41,0.84,1,0
SKU-01153,293,10.13,3.51,25,44,171,0.65,0,0
SKU-01154,116,5.55,1.73,16,36,80,0.66,1,0
SKU-01155,1370,42.0,17.91,20,316,736,1.27,2,1
SKU-01156,876,17.11,4.19,10,149,235,0.69,3,0
SKU-01157,1389,22.0,11.81,19,157,366,0.98,0,0
SKU-01158,55,0.86,0.4,15,7,13,1.47,2,0
SKU-01159,696,14.75,4.66,28,94,300,1.26,1,0
SKU-01160,458,7.25,2.02,15,51,105,1.05,1,0
SKU-01161,624,22.28,11.32,4,166,211,1.03,1,0
SKU-01162,69,13.29,6.36,22,62,208,0.67,6,1
SKU-01163,534,8.1,2.43,28,77,190,0.95,1,0
SKU-01164,24,2.79,0.76,26,15,51,0.64,0,1
SKU-01165,292,9.34,1.12,4,68,87,0.58,1,0
SKU-01166,888,18.83,2.65,29,130,403,0.61,1,0
SKU-01167,1096,23.13,2.94,11,208,335,1.11,0,0
SKU-01168,91,6.26,0.7,25,24,102,0.69,0,1
SKU-01169,1691,37.69,6.65,19,346,704,0.65,0,0
SKU-01170,186,17.85,9.43,29,71,330,1.37,0,1
SKU-01171,18,3.83,1.91,11,15,36,0.62,1,1
SKU-01172,116,3.06,1.6,19,28,57,1.21,2,0
SKU-01173,38,7.61,3.13,21,37,117,0.92,1,1
SKU-01174,415,6.25,2.58,6,46,65,1.08,0,0
SKU-01175,327,12.03,1.95,23,75,213,0.52,2,0
SKU-01176,664,8.61,3.87,6,82,108,0.5,1,0
SKU-01177,498,6.69,1.61,25,57,141,1.32,0,0
SKU-01178,48,1.84,0.66,5,10,15,0.98,0,0
SKU-01179,485,13.57,7.83,7,118,165,0.57,1,0
SKU-01180,73,1.66,0.89,15,8,20,0.84,1,0
SKU-01181,105,17.89,3.87,7,131,194,1.01,0,1
SKU-01182,42,1.0,0.47,4,8,10,0.64,0,0
SKU-01183,36,1.55,0.24,3,12,14,1.05,3,0
SKU-01184,207,3.82,0.43,10,29,48,1.03,0,0
SKU-01185,396,5.79,0.66,15,51,94,1.1,0,0
SKU-01186,196,4.83,0.89,3,33,40,1.31,3,0
SKU-01187,222,5.77,2.58,5,55,69,0.91,2,0
SKU-01188,219,10.28,2.9,19,41,139,1.39,1,1
SKU-01189,118,3.9,0.42,10,21,41,0.97,2,0
SKU-01190,525,10.35,6.15,23,88,207,0.96,3,0
SKU-01191,25,0.48,0.18,25,2,8,1.16,0,0
SKU-01192,63,3.77,1.12,2,23,27,1.12,3,1
SKU-01193,29,1.47,0.53,28,12,33,0.51,2,0
SKU-01194,256,17.75,6.39,21,120,306,1.48,0,1
SKU-01195,129,4.39,1.47,25,19,74,1.44,0,1
SKU-01196,459,12.98,5.28,15,55,152,0.78,1,0
SKU-01197,23,1.17,0.64,2,6,7,1.06,1,0
SKU-01198,481,22.88,5.74,26,117,414,1.27,2,1
SKU-01199,323,9.0,3.09,17,36,112,1.42,0,1
SKU-01200,128,8.23,0.84,3,73,85,1.09,2,1
SKU-01201,80,1.86,0.99,6,9,15,0.52,1,0
SKU-01202,260,3.34,0.84,7,29,41,1.18,3,0
SKU-01203,496,6.86,1.62,12,67,108,0.59,0,0
SKU-01204,64,3.46,2.07,14,18,42,1.17,0,1
SKU-01205,987,16.55,6.49,13,162,270,1.09,2,0
SKU-01206,116,8.79,1.42,26,38,152,1.14,2,1
SKU-01207,41,3.5,0.81,28,26,75,0.69,0,1
SKU-01208,209,14.82,4.1,21,147,303,0.99,2,1
SKU-01209,31,6.13,3.64,19,53,111,1.12,0,1
SKU-01210,591,14.35,4.52,26,66,253,0.8,0,0
SKU-01211,164,5.33,1.15,9,26,50,0.68,1,0
SKU-01212,197,12.34,4.75,17,60,165,0.72,1,1
SKU-01213,314,5.95,1.8,19,57,114,1.36,2,0
SKU-01214,455,16.56,2.11,9,78,153,0.96,2,0
SKU-01215,18,1.2,0.64,28,8,25,1.16,2,1
SKU-01216,44,2.56,0.28,8,14,24,1.01,1,1
SKU-01217,216,7.37,4.05,3,41,52,1.33,1,1
SKU-01218,214,4.57,2.27,11,27,52,1.01,1,0
SKU-01219,51,5.8,0.8,24,31,101,0.59,1,1
SKU-01220,756,13.38,6.18,12,96,176,0.7,1,0
SKU-01221,199,5.7,2.77,8,34,57,0.51,0,0
SKU-01222,308,10.63,4.26,26,65,203,1.33,0,1
SKU-01223,43,3.74,1.45,6,24,35,1.16,2,1
SKU-01224,31,0.9,0.11,6,5,8,1.26,3,0
SKU-01225,417,14.28,1.85,27,118,311,1.22,3,1
SKU-01226,364,26.42,12.25,10,172,304,1.32,1,1
SKU-01227,519,9.82,1.5,2,64,74,1.49,3,0
SKU-01228,155,7.7,1.7,14,34,88,1.15,3,1
SKU-01229,35,9.04,3.16,22,29,128,0.75,0,1
SKU-01230,555,20.77,3.78,23,180,419,0.6,5,0
SKU-01231,184,9.91,4.9,4,89,109,1.09,0,0
SKU-01232,594,14.78,7.44,9,69,136,1.27,0,0
SKU-01233,205,14.32,7.46,19,79,215,1.06,3,1
SKU-01234,471,17.54,2.19,20,97,272,0.8,2,0
SKU-01235,410,7.57,2.38,19,59,131,1.22,2,0
SKU-01236,44,5.27,2.76,11,23,52,0.95,2,1
SKU-01237,523,12.44,3.5,26,123,285,0.79,2,0
SKU-01238,351,16.69,7.48,4,57,90,1.34,2,0
SKU-01239,1495,18.92,7.47,25,186,423,1.08,1,0
SKU-01240,479,22.52,6.16,28,78,393,0.78,0,1
SKU-01241,98,15.65,3.73,21,82,246,0.83,0,1
SKU-01242,81,5.02,2.14,14,24,59,1.07,2,1
SKU-01243,167,9.81,1.64,12,47,106,0.92,1,1
SKU-01244,350,9.16,4.86,14,91,155,0.66,3,0
SKU-01245,451,8.4,3.26,6,52,77,1.11,2,0
SKU-01246,39,12.46,1.94,8,48,98,1.19,1,1
SKU-01247,215,7.02,3.17,19,69,136,0.5,2,0
SKU-01248,159,7.03,2.22,17,33,93,1.04,0,1
SKU-01249,120,27.5,5.56,15,96,302,1.08,2,1
SKU-01250,120,7.89,4.58,15,25,84,0.83,0,1
SKU-01251,155,17.45,8.02,4,109,144,0.84,2,1
SKU-01252,1311,18.16,7.2,26,171,407,0.82,1,0
SKU-01253,89,10.01,5.25,28,31,171,0.95,0,1
SKU-01254,297,7.25,2.7,8,59,88,1.31,2,0
SKU-01255,115,3.88,1.24,10,19,38,0.97,1,0
SKU-01256,25,1.64,0.32,19,7,23,1.49,1,1
SKU-01257,366,13.11,2.32,2,104,117,0.88,1,0
SKU-01258,455,11.25,3.55,4,93,115,1.2,2,0
SKU-01259,742,14.52,4.76,27,100,296,1.05,2,0
SKU-01260,113,5.57,2.6,6,25,42,1.26,3,1
SKU-01261,421,29.36,9.43,18,89,353,1.39,0,1
SKU-01262,551,11.99,4.75,26,98,254,1.01,0,0
SKU-01263,230,7.65,3.95,22,55,139,0.99,3,1
SKU-01264,40,0.82,0.49,9,5,9,1.44,0,0
SKU-01265,15,6.11,1.6,6,27,45,1.43,0,1
SKU-01266,580,15.01,8.27,22,125,290,1.5,1,1
SKU-01267,651,22.13,11.13,13,77,221,0.66,1,0
SKU-01268,379,8.63,1.16,29,65,190,0.5,0,0
SKU-01269,894,24.59,6.57,20,192,438,0.94,0,0
SKU-01270,120,3.61,0.76,2,16,20,1.23,1,0
SKU-01271,284,11.5,4.97,9,73,125,0.57,2,0
SKU-01272,353,11.75,4.44,22,78,207,0.87,1,0
SKU-01273,205,13.18,4.58,21,94,232,1.08,4,1
SKU-01274,140,9.57,4.61,22,89,194,0.71,1,1
SKU-01275,54,11.04,2.94,8,75,119,1.23,1,1
SKU-01276,87,3.53,1.03,8,12,26,0.73,0,0
SKU-01277,506,20.7,11.03,7,112,184,1.34,2,1
SKU-01278,1027,16.27,9.54,21,120,291,0.85,2,0
SKU-01279,116,10.72,5.23,2,57,68,1.1,4,1
SKU-01280,360,16.54,3.45,24,139,337,1.04,2,1
SKU-01281,551,21.15,3.31,9,92,187,0.8,1,0
SKU-01282,51,13.05,2.67,15,52,150,0.94,2,1
SKU-01283,698,31.48,9.8,8,145,271,1.35,1,1
SKU-01284,197,13.83,3.02,13,126,216,1.05,1,1
SKU-01285,62,4.07,2.24,23,32,79,0.56,2,1
SKU-01286,340,10.33,4.5,7,69,105,1.21,1,0
SKU-01287,470,16.99,5.24,17,87,231,0.68,0,0
SKU-01288,463,21.17,5.02,3,200,232,0.99,0,0
SKU-01289,255,9.73,2.82,6,90,119,0.97,2,0
SKU-01290,67,3.78,1.28,21,22,62,0.99,1,1
SKU-01291,102,7.13,3.26,17,59,120,0.53,1,1
SKU-01292,200,2.36,0.34,19,22,44,0.77,3,0
SKU-01293,498,14.86,7.79,8,77,136,0.55,0,0
SKU-01294,48,6.05,0.99,7,32,53,0.91,0,1
SKU-01295,117,4.67,1.08,13,32,62,1.12,2,1
SKU-01296,185,15.9,9.49,5,93,133,1.15,0,1
SKU-01297,506,24.26,4.73,26,202,517,0.56,0,0
SKU-01298,272,4.66,0.7,9,31,52,0.62,2,0
SKU-01299,75,9.77,4.1,22,44,151,1.16,2,1
SKU-01300,327,7.37,2.19,6,40,62,1.03,0,0
SKU-01301,1294,21.83,3.19,20,168,386,1.33,0,0
SKU-01302,191,8.06,0.82,7,27,55,0.71,0,0
SKU-01303,94,3.45,0.48,9,19,35,0.62,2,0
SKU-01304,73,8.37,3.02,13,26,80,0.86,1,1
SKU-01305,1256,18.81,4.05,5,165,212,1.14,1,0
SKU-01306,213,7.03,3.44,5,27,45,0.99,1,0
SKU-01307,94,5.1,2.7,23,18,77,0.6,2,1
SKU-01308,61,7.78,1.34,11,66,109,0.57,1,1
SKU-01309,30,3.56,0.96,17,13,43,1.18,0,1
SKU-01310,57,7.36,1.28,20,57,131,0.8,1,1
SKU-01311,65,5.44,1.32,19,31,83,1.17,1,1
SKU-01312,1495,35.28,7.75,19,309,644,0.79,0,0
SKU-01313,47,1.11,0.55,29,5,21,0.81,2,0
SKU-01314,97,4.05,1.1,19,15,53,0.71,1,0
SKU-01315,135,5.09,1.77,11,23,51,1.48,0,1
SKU-01316,240,3.58,1.56,9,34,50,0.52,1,0
SKU-01317,612,11.59,5.92,24,102,241,0.63,2,0
SKU-01318,102,4.58,1.15,13,23,53,1.34,1,1
SKU-01319,74,2.09,0.43,17,9,27,0.64,1,0
SKU-01320,119,9.12,5.37,24,37,146,0.78,1,1
SKU-01321,260,6.7,1.74,8,30,57,0.76,0,0
SKU-01322,33,4.78,2.08,8,21,40,1.2,0,1
SKU-01323,1178,21.46,9.42,3,198,230,0.91,1,0
SKU-01324,181,11.87,4.24,4,37,61,1.34,1,1
SKU-01325,416,10.92,2.34,19,100,204,1.25,1,0
SKU-01326,170,12.07,2.06,16,40,137,1.03,0,1
SKU-01327,88,11.62,3.99,10,102,160,0.75,1,1
SKU-01328,296,6.98,2.48,7,42,66,1.29,0,0
SKU-01329,59,4.63,2.25,21,16,65,1.37,1,1
SKU-01330,369,9.28,4.22,4,80,99,1.34,3,0
SKU-01331,262,6.88,3.83,21,33,105,0.55,1,0
SKU-01332,59,1.09,0.64,27,10,25,1.2,1,0
SKU-01333,217,3.29,1.53,14,27,50,1.2,0,0
SKU-01334,103,6.19,0.86,15,61,107,1.44,0,1
SKU-01335,414,16.14,4.88,17,142,279,0.76,1,0
SKU-01336,110,9.31,3.76,4,44,63,1.29,1,1
SKU-01337,193,3.92,1.55,19,23,60,1.19,1,0
SKU-01338,179,3.02,0.58,12,24,42,1.38,0,0
SKU-01339,744,18.57,7.27,15,97,236,1.19,1,0
SKU-01340,267,7.25,1.99,2,49,56,1.35,2,0
SKU-01341,5,0.15,0.04,26,1,3,0.86,0,0
SKU-01342,219,7.62,3.94,11,58,100,0.66,0,0
SKU-01343,388,13.78,4.29,4,74,102,0.86,1,0
SKU-01344,7,2.93,1.07,23,10,44,1.32,1,1
SKU-01345,517,8.78,3.35,29,86,213,0.63,1,0
SKU-01346,660,9.42,3.59,16,84,159,1.14,2,0
SKU-01347,56,3.11,0.64,2,16,19,1.49,0,1
SKU-01348,490,19.74,7.89,29,77,363,1.4,1,1
SKU-01349,364,9.55,2.55,7,78,111,1.17,2,0
SKU-01350,15,6.16,2.63,8,28,53,1.29,0,1
SKU-01351,157,7.29,1.26,21,53,130,0.62,4,0
SKU-01352,115,2.55,1.52,11,22,36,1.0,1,0
SKU-01353,87,2.44,1.19,4,12,17,1.03,0,0
SKU-01354,114,5.69,1.76,21,28,88,1.28,3,1
SKU-01355,46,5.99,1.5,9,21,48,0.78,3,1
SKU-01356,38,6.91,2.03,26,36,126,0.61,1,1
SKU-01357,993,20.94,9.65,6,150,213,1.2,4,0
SKU-01358,198,13.25,5.67,27,54,233,0.99,2,1
SKU-01359,84,1.32,0.6,22,13,28,1.34,3,0
SKU-01360,353,18.29,9.96,8,147,220,0.98,1,1
SKU-01361,180,5.65,1.85,18,25,76,1.35,5,1
SKU-01362,329,14.17,6.16,28,95,293,1.01,1,1
SKU-01363,34,6.04,1.94,3,35,44,1.28,1,1
SKU-01364,256,9.09,3.81,24,52,161,1.22,2,1
SKU-01365,134,2.75,0.93,14,19,38,0.77,3,0
SKU-01366,345,10.66,5.21,28,40,189,0.81,1,0
SKU-01367,613,15.32,1.57,7,69,123,1.4,3,0
SKU-01368,35,1.65,0.34,22,7,25,0.73,1,0
SKU-01369,376,15.49,3.84,29,65,290,1.2,1,1
SKU-01370,189,4.61,2.64,11,35,60,0.65,0,0
SKU-01371,1289,25.54,9.03,5,255,319,1.26,0,0
SKU-01372,162,14.36,4.05,12,109,195,0.72,3,1
SKU-01373,781,12.64,3.82,18,125,239,1.09,2,0
SKU-01374,461,7.32,2.39,19,52,122,1.06,2,0
SKU-01375,312,39.53,21.11,15,197,493,0.7,1,1
SKU-01376,167,5.68,3.3,28,52,132,0.99,0,0
SKU-01377,15,3.36,1.75,18,12,42,1.38,1,1
SKU-01378,75,4.75,2.47,19,18,63,1.18,1,1
SKU-01379,767,17.28,3.45,28,166,408,1.49,0,0
SKU-01380,244,8.96,2.1,28,68,193,1.28,1,1
SKU-01381,350,7.97,3.17,11,76,120,1.14,0,0
SKU-01382,176,5.76,2.47,10,23,52,1.06,1,0
SKU-01383,151,7.65,1.54,22,64,148,1.44,1,1
SKU-01384,181,5.43,2.57,16,25,68,1.03,1,0
SKU-01385,536,13.5,2.7,14,73,167,0.9,2,0
SKU-01386,348,6.78,1.57,21,63,134,1.33,1,0
SKU-01387,92,4.83,1.22,20,28,76,1.44,2,1
SKU-01388,1066,16.29,8.52,27,125,345,0.98,0,0
SKU-01389,119,3.47,1.62,12,32,53,0.64,3,0
SKU-01390,77,9.05,3.31,23,82,186,1.11,3,1
SKU-01391,7,1.08,0.55,8,3,7,1.24,1,1
SKU-01392,81,2.23,1.13,28,9,40,0.87,1,0
SKU-01393,105,6.2,1.83,4,58,70,1.25,0,1
SKU-01394,164,5.34,2.62,23,37,98,1.03,0,0
SKU-01395,223,5.33,1.08,4,34,45,0.8,1,0
SKU-01396,274,14.45,5.08,26,50,238,1.13,2,1
SKU-01397,297,15.05,2.39,28,48,259,0.89,2,1
SKU-01398,353,10.42,3.27,24,101,226,1.29,0,1
SKU-01399,135,3.29,1.19,24,21,60,0.5,0,0
SKU-01400,38,7.61,1.07,15,65,122,1.32,1,1
SKU-01401,350,27.95,9.26,8,127,239,0.81,1,1
SKU-01402,268,37.02,15.76,29,172,709,1.46,1,1
SKU-01403,503,16.4,6.68,16,114,245,1.26,2,1
SKU-01404,56,3.42,0.43,24,31,72,0.74,3,1
SKU-01405,201,7.66,1.13,21,38,118,1.48,0,1
SKU-01406,110,9.91,2.73,21,53,157,1.0,3,1
SKU-01407,249,8.83,4.6,11,61,110,1.02,2,0
SKU-01408,67,17.6,9.41,13,58,172,1.41,1,1
SKU-01409,339,14.01,3.57,14,79,177,1.42,1,1
SKU-01410,169,3.24,1.49,18,22,51,1.2,3,0
SKU-01411,51,4.93,1.92,22,15,69,1.48,0,1
SKU-01412,800,16.35,9.67,7,122,179,0.83,1,0
SKU-01413,301,21.4,3.15,8,72,158,0.73,1,1
SKU-01414,202,10.01,3.74,3,80,95,0.53,1,0
SKU-01415,619,23.2,9.19,16,200,386,0.85,1,1
SKU-01416,252,9.17,2.33,20,81,173,1.1,1,1
SKU-01417,204,3.81,0.47,7,29,42,0.81,4,0
SKU-01418,203,13.12,1.65,21,91,229,1.08,1,1
SKU-01419,2176,47.79,15.62,2,246,294,0.55,1,0
SKU-01420,101,2.57,1.15,26,15,48,0.85,2,0
SKU-01421,325,22.62,10.18,21,82,320,1.25,0,1
SKU-01422,907,12.6,2.4,21,100,232,0.6,0,0
SKU-01423,37,4.68,2.48,21,15,64,1.21,3,1
SKU-01424,56,1.11,0.32,12,7,14,1.26,0,0
SKU-01425,14,0.62,0.36,29,4,13,1.07,0,1
SKU-01426,210,5.32,0.85,22,40,99,1.39,1,1
SKU-01427,59,11.16,5.78,7,60,99,1.45,3,1
SKU-01428,739,15.54,8.61,27,95,305,0.53,0,0
SKU-01429,470,18.08,9.24,22,129,328,1.18,1,1
SKU-01430,547,10.45,5.27,10,99,151,0.74,0,0
SKU-01431,603,9.28,2.6,28,71,201,0.91,1,0
SKU-01432,23,6.37,2.91,8,30,55,1.12,0,1
SKU-01433,890,11.36,4.43,20,101,215,1.21,2,0
SKU-01434,84,4.74,1.48,20,16,63,1.34,1,1
SKU-01435,100,2.71,1.62,28,13,51,1.21,2,1
SKU-01436,154,8.85,2.17,17,33,108,1.28,1,1
SKU-01437,677,14.72,4.51,29,90,303,1.1,0,0
SKU-01438,136,2.15,1.19,9,16,26,0.62,1,0
SKU-01439,139,5.32,1.3,24,36,100,0.52,0,0
SKU-01440,505,8.6,1.52,8,75,109,1.03,1,0
SKU-01441,539,8.46,2.16,29,59,182,1.22,1,0
SKU-01442,402,12.36,5.93,23,57,199,0.61,4,0
SKU-01443,1606,27.43,14.54,19,185,446,0.93,5,0
SKU-01444,41,0.63,0.1,3,5,6,0.76,2,0
SKU-01445,611,28.24,11.6,15,184,396,1.07,0,1
SKU-01446,1228,26.62,10.21,6,162,242,0.89,1,0
SKU-01447,653,15.72,6.83,27,105,317,0.7,0,0
SKU-01448,53,9.87,4.3,12,67,126,0.5,1,1
SKU-01449,51,4.83,2.8,25,25,85,0.82,0,1
SKU-01450,384,15.58,4.26,27,140,350,1.02,2,1
SKU-01451,321,10.25,2.56,5,46,72,1.43,1,0
SKU-01452,160,6.48,2.53,23,21,96,0.73,3,0
SKU-01453,949,15.3,4.82,10,125,201,1.01,5,0
SKU-01454,165,17.18,5.79,5,153,196,1.07,0,1
SKU-01455,179,21.29,2.87,9,160,256,1.15,0,1
SKU-01456,85,4.37,0.76,17,27,64,0.83,0,1
SKU-01457,1208,19.46,11.05,25,191,434,0.6,0,0
SKU-01458,291,6.58,0.88,21,37,106,1.42,0,0
SKU-01459,465,9.89,3.91,8,58,98,1.45,2,0
SKU-01460,186,11.37,5.43,10,81,138,0.94,2,1
SKU-01461,787,18.39,1.95,10,111,203,1.08,0,0
SKU-01462,589,14.22,3.01,22,98,254,0.53,3,0
SKU-01463,528,6.39,1.84,16,62,113,0.55,2,0
SKU-01464,35,0.76,0.27,2,4,5,0.58,2,0
SKU-01465,250,12.25,3.32,4,49,73,1.24,1,1
SKU-01466,415,9.58,4.07,4,57,76,0.73,2,0
SKU-01467,56,2.53,0.54,28,17,52,0.68,1,1
SKU-01468,610,10.46,1.18,16,84,168,0.51,0,0
SKU-01469,600,8.52,0.86,15,83,147,0.52,0,0
SKU-01470,1290,21.15,5.77,23,165,408,0.91,2,0
SKU-01471,753,29.53,8.29,7,293,396,1.04,3,0
SKU-01472,625,16.89,9.7,2,80,97,1.08,1,0
SKU-01473,72,8.14,1.0,9,36,73,0.96,1,1
SKU-01474,339,9.13,3.33,7,47,79,0.96,2,0
SKU-01475,311,4.23,1.65,24,36,87,1.25,3,0
SKU-01476,18,4.98,2.24,24,21,81,0.79,1,1
SKU-01477,204,7.77,3.26,19,34,108,0.74,1,0
SKU-01478,263,7.13,0.74,27,42,138,1.35,1,1
SKU-01479,97,2.38,0.99,15,12,30,1.19,2,0
SKU-01480,221,21.3,5.56,8,160,245,0.98,3,1
SKU-01481,1778,23.34,11.35,11,215,343,0.78,1,0
SKU-01482,752,20.84,4.05,5,83,135,0.64,2,0
SKU-01483,1019,23.87,10.93,27,163,485,0.54,0,0
SKU-01484,536,35.24,14.55,18,128,445,1.35,0,1
SKU-01485,124,4.3,1.83,23,20,69,1.09,3,1
SKU-01486,172,34.25,6.44,9,177,331,0.55,0,1
SKU-01487,317,6.36,2.76,22,45,115,0.66,0,0
SKU-01488,104,13.61,6.38,11,94,169,0.78,1,1
SKU-01489,49,1.8,0.62,14,14,27,0.76,3,0
SKU-01490,86,5.69,1.54,20,50,107,1.05,1,1
SKU-01491,500,17.22,3.16,29,74,324,0.9,1,0
SKU-01492,650,14.08,3.45,17,116,236,1.38,0,0
SKU-01493,316,6.25,3.01,21,48,114,1.22,1,0
SKU-01494,35,9.12,2.78,18,32,114,1.41,0,1
SKU-01495,106,5.18,2.34,13,28,62,1.36,2,1
SKU-01496,221,17.19,8.08,28,55,296,1.42,1,1
SKU-01497,461,22.27,9.73,28,81,393,1.48,1,1
SKU-01498,32,4.32,1.89,10,22,44,0.81,0,1
SKU-01499,246,8.42,3.41,27,40,154,0.71,2,0
SKU-01500,85,2.28,0.82,14,21,37,0.67,0,0
SKU-01501,787,10.22,2.03,22,95,207,1.13,0,0
SKU-01502,389,12.6,6.57,16,89,190,1.18,1,0
SKU-01503,122,10.86,6.32,23,88,213,0.59,1,1
SKU-01504,165,11.89,3.96,26,119,274,1.32,0,1
SKU-01505,122,7.73,4.38,13,45,95,1.28,0,1
SKU-01506,135,7.88,4.72,21,52,135,1.13,0,1
SKU-01507,422,7.59,2.6,16,57,118,0.94,1,0
SKU-01508,352,5.54,2.56,24,52,118,0.65,1,0
SKU-01509,62,6.15,2.59,7,53,75,1.01,1,1
SKU-01510,333,12.18,2.66,22,42,176,0.66,0,0
SKU-01511,225,21.31,2.63,18,170,362,1.1,0,1
SKU-01512,129,3.64,1.19,14,17,42,0.81,0,0
SKU-01513,57,7.85,3.87,12,38,85,0.75,0,1
SKU-01514,78,2.93,0.77,21,20,51,0.94,1,1
SKU-01515,310,5.63,2.77,11,44,75,1.08,1,0
SKU-01516,74,6.46,2.76,2,27,33,0.87,1,1
SKU-01517,75,9.69,4.34,28,50,186,1.46,1,1
SKU-01518,554,9.48,2.3,14,76,142,0.51,1,0
SKU-01519,223,8.36,2.8,6,34,59,1.41,0,1
SKU-01520,840,11.47,2.19,8,103,149,0.5,1,0
SKU-01521,155,3.98,0.89,25,25,75,0.72,0,0
SKU-01522,79,9.75,1.41,11,69,123,1.5,2,1
SKU-01523,308,14.36,2.35,9,51,116,1.23,0,1
SKU-01524,292,3.93,0.81,15,38,67,1.14,0,0
SKU-01525,17,1.42,0.55,2,13,14,1.23,0,1
SKU-01526,124,17.09,5.48,17,74,219,0.91,1,1
SKU-01527,150,3.03,0.71,3,23,28,1.28,3,0
SKU-01528,340,5.4,2.87,25,46,114,0.65,3,0
SKU-01529,193,14.07,5.1,14,54,152,1.29,2,1
SKU-01530,182,3.75,2.11,8,26,41,1.44,2,0
SKU-01531,283,16.29,6.8,14,146,260,1.36,1,1
SKU-01532,137,4.74,0.51,6,31,45,1.24,2,0
SKU-01533,281,4.23,2.36,10,40,61,1.15,2,0
SKU-01534,24,2.95,1.56,5,10,17,1.02,1,1
SKU-01535,159,4.77,1.99,20,45,93,0.9,1,1
SKU-01536,743,12.76,4.69,29,126,311,1.37,2,0
SKU-01537,79,5.4,1.76,15,22,62,1.15,0,1
SKU-01538,825,17.14,5.85,4,103,137,0.93,0,0
SKU-01539,552,8.62,4.18,4,63,80,1.28,0,0
SKU-01540,513,9.21,3.28,25,85,200,0.55,0,0
SKU-01541,129,4.11,0.77,11,17,40,1.31,0,1
SKU-01542,837,18.9,2.44,10,101,195,1.31,3,0
SKU-01543,808,14.45,2.36,4,124,153,0.73,2,0
SKU-01544,594,14.16,3.2,20,83,225,0.54,3,0
SKU-01545,64,7.38,2.09,3,53,64,1.21,2,1
SKU-01546,143,2.59,1.41,27,18,53,0.7,0,0
SKU-01547,269,9.59,2.11,7,94,128,1.5,1,1
SKU-01548,55,12.38,3.22,3,49,68,0.51,0,1
SKU-01549,667,12.47,2.64,21,120,251,0.73,0,0
SKU-01550,192,11.29,4.21,11,78,140,0.54,5,0
SKU-01551,121,10.95,4.47,21,102,217,1.28,1,1
SKU-01552,108,4.71,1.72,3,18,25,1.08,0,0
SKU-01553,51,4.92,2.83,26,37,101,1.35,1,1
SKU-01554,217,2.98,1.78,10,26,41,1.46,1,0
SKU-01555,1293,17.28,8.96,23,147,346,1.11,0,0
SKU-01556,603,28.65,14.4,28,88,489,0.73,1,1
SKU-01557,860,47.22,13.36,16,291,669,0.59,2,1
SKU-01558,206,10.09,3.93,11,38,93,1.37,1,1
SKU-01559,35,10.98,3.03,10,45,100,0.75,0,1
SKU-01560,358,7.62,3.75,21,61,141,1.39,1,0
SKU-01561,269,9.97,1.85,2,97,107,1.38,2,0
SKU-01562,127,3.74,0.78,6,28,39,1.13,2,0
SKU-01563,59,7.5,0.9,20,28,103,1.1,1,1
SKU-01564,187,4.26,1.72,2,20,24,1.45,1,0
SKU-01565,88,6.75,3.0,10,38,72,1.26,0,1
SKU-01566,77,4.59,0.47,20,18,64,1.18,2,1
SKU-01567,298,12.38,4.4,9,111,167,0.94,1,0
SKU-01568,306,13.51,3.9,28,59,248,0.98,1,1
SKU-01569,352,10.73,5.32,29,42,198,0.89,2,0
SKU-01570,77,4.94,0.59,2,40,45,1.45,1,1
SKU-01571,20,2.78,0.35,6,11,19,1.14,3,1
SKU-01572,91,13.62,5.59,27,80,264,1.28,3,1
